quote,author,book,tags,likes
"“A hunter. A killer. One who probably also possessed the trait of long silences. She could imagine this Binadas, sharing a fire in the wilderness with Hull Beddict. In the course of an evening, a night and the following morning, perhaps a half-dozen words exchanged between them. And, she suspected, the forging of a vast, depthless friendship. These were the mysteries of men, so baffling to women. Where silences could become a conjoining of paths. Where a handful of inconsequential words could bind spirits in an ineffable understanding. Forces at play that she could sense, indeed witness, yet ever remaining outside them. Baffled and frustrated and half disbelieving.”",Steven Erikson,Midnight Tides,,0
"“Words knit the skein between and among women. And the language of gesture and expression, all merging to fashion a tapestry that, as every woman understood, could tear in but one direction, by deliberate, vicious effort. A friendship among women knew but one enemy, and that was malice. Thus, the more words, the tighter the weave.”",Steven Erikson,Midnight Tides,,0
"“But compassion was engagement, a mindfulness beyond that of mere witness,”",Steven Erikson,Midnight Tides,,0
"“the question of what is deserved should rarely, if ever, be asked. Asking it leads to deadly judgement, and acts of unmitigated evil. Atrocity revisited in the name of justice breeds its own atrocity”",Steven Erikson,Midnight Tides,,0
"“Not that freedom ensured happiness. Indeed, to be free was to live in absence. Of responsibilities, of loyalties, of the pressures that expectation imposed.”",Steven Erikson,House of Chains,,0
"“Destiny wounds us all,’ she replied, ‘and we Letherii wear the scars with pride. Most of us,’ she added with an apologetic look at Hull. ‘One of your virtues?’ ‘Yes, if you could call it that. We have a talent for disguising greed under the cloak of freedom. As for past acts of depravity, we prefer to ignore those. Progress, after all, means to look ever forward, and whatever we have trampled in our wake is best forgotten.’ ‘Progress, then,’ Binadas said, still smiling, ‘sees no end.’ ‘Our wagons ever roll down the hill, Hiroth. Faster and faster.’ ‘Until they strike a wall.’ ‘We crash through most of those.”",Steven Erikson,Midnight Tides,,0
"“Death is not an unkind fate,’ Darist said above him. ‘If she was a friend, you will miss her company, and that is the true source of your grief—your sorrow is for yourself. My words may displease you, but I speak from experience. I have felt the deaths of many of my kin, and I mourn the spaces in my life where they once stood. But such losses serve only to ease my own impending demise.”",Steven Erikson,House of Chains,,0
“Knowledge is not enough. It never is. It’s the capacity to do something with that knowledge. To do it perfectly. Absolute timing. With devastating consequences.”,Steven Erikson,Midnight Tides,,0
"“Nastiness grows like a cancer in any and every organization—human or otherwise, as you well know. And nastiness gets nastier. Whatever evil you let ride becomes commonplace, eventually. Problem is, it’s easier to get used to it than carve it out.”",Steven Erikson,Deadhouse Gates,,0
"“Never apologize when you’re right, Keneb.”",Steven Erikson,House of Chains,,0
"“You forget, I once watched you dance...”",Steven Erikson,The Bonehunters,,0
"“Part of the satisfaction, you see, is in witnessing the mess. Because, regardless of how we’ve insinuated ourselves in the machinery of Lether’s vast commerce, the most bitter truth is that the causes behind this impending chaos are in fact systemic. Granted, we’re hastening things somewhat, but dissolution – in its truest sense – is an integral flaw in the system itself. It may well view itself as immortal, eminently adaptable and all that, but that’s all both illusional and delusional. Resources are never infinite, though they might seem that way. And those resources include more than just the raw product of earth and sea. They also include labour, and the manifest conceit of a monetary system with its arbitrary notions of value – the two forces we set our sights on, by the way. Shipping out the lowest classes – the dispossessed – to pressure the infrastructure, and then stripping away hard currency to escalate a recession – why are you two staring at me like that?”",Steven Erikson,Reaper's Gale,,0
"“Power has voice, and that voice is the Song”",Steven Erikson,House of Chains,,0
"“War is not a natural state. It is an imposition, and a damned unhealthy one.”  
  ―",Steven Erikson,Memories of Ice,,0
“They resumed their journey. Tracking the aimless with purpose. Just like growing up.”,Steven Erikson,Dust of Dreams,,0
"“To be a living artist is to be driven again and again to explain oneself, to justify every creative decision, yet to bite down hard on the bit is the only honourable recourse, to my mind at least. Explain nothing, justify even less. Grin at the gallows, dear friends!”",Steven Erikson,Crack'd Pot Trail,,0
"“Anomander sighed, and then said, ‘Sympathy is not a weakness, Ivis. To grieve for the loss of innocence is to remind yourself that yours is not the only life in this world.”",Steven Erikson,Fall of Light,,0
"“Are you blind to the cycles we all suffer through? Look upon this desert, this wasteland you cross. Yours is not the first empire that would claim it. And what of the tribes? Before the Khundryl, before the Kherahn Dhobri and the Tregyn, there were the Sanid, and the Oruth, and before them there were others whose names have vanished. Look upon the ruined cities, the old roads. The past is all patterns, and those patterns remain beneath our feet, even as the stars above reveal their own patterns—for the stars we gaze upon each night are naught but an illusion from the past.’ He raised the jug again and studied it for a moment. ‘Thus, the past lies beneath and above the present, Fist. This is the truth my shamans embrace, the bones upon which the future clings like muscle.”",Steven Erikson,House of Chains,,0
